	symbol	associated_ids
100211	SNF2L1	6594
100212	GUM	90268
100213	WNT10A	80326
100214	SH3P2	26578
100215	FKSG78	53836
100216	MIB	57534
100217	DUTP7	100873913
100218	BDR1	3241
100219	LOC105376956	105376956
100220	SCC-112	23244
100221	LOC105378968	105378968
100222	LOC111365197	111365197
100223	C-FMS	1436
100224	HBD1	1672
100225	KHL2	2290
100226	HSPC158	29093
100227	C20orf78	100128496
100228	LOC105375053	105375053
100229	LRP35A	541468
100230	BEY2	4948
100231	LOC105376436	105376436
100232	Q0310	51203
100233	uS12	6228
100234	EIF3S10	8661
100235	LOC100506974	100506974
100236	mir-4489	100616284
100237	LOC110120782	110120782
100238	FZD3	7976|8326
100239	MAP3K7	6885
100240	OR6-9	442188
100241	hTAOK1	57551
100242	LSFR3A	10868
100243	USB1	79650
100244	CTAGE16P	341689
100245	LOC646903	646903
100246	CLSTN3	9746
100247	LOC110121345	110121345
100248	LOC103171574	103171574
100249	NEI1	79661
100250	TMEM16E	203859
100251	C11orf80	79703
100252	GP39	1116
100253	RNU6-1203P	106480092
100254	LOC105375084	105375084
100255	NLRP3P1	347402
100256	SCN12A	11280
100257	OR7-11	442361
100258	LOC101926886	101926886
100259	NEDSBAS	56270
100260	SFRS13A	10772
100261	RPL32_7_1234	100271306
100262	LOC105373293	105373293
100263	GALNT14	79623
100264	RNA5SP157	100873423
100265	OR4K16P	81126
100266	UNC112	10979
100267	LOC110121236	110121236
100268	LOC111365168	111365168
100269	ZNF652	22834
100270	MST161	5549
100271	ZNF140	7699
100272	RNA5SP136	100873404
100273	LOC110120637	110120637
100274	GATSL1	729438
100275	PWD	540
100276	SHN2	3097
100277	ACTBP13	389120
100278	LINC02123	101929261
100279	RABEP2	79874
100280	SPDSY	6723
100281	1110035O14Rik	10135
100282	TRA-AGC18-2	100189212
100283	GUCY2GP	390003
100284	FFEVF3	8131
100285	ALDH5	219
100286	KPPP1	79719
100287	D6S205	3121
100288	LOC100418713	100418713
100289	TTR	7276
100290	LOC101929578	101929578
100291	HSF-27	80279
100292	ApoE4	348
100293	BAALC-AS2	157556
100294	IFT121	57539
100295	RDC4	3352
100296	MRD32	7994
100297	KCTD9	54793
100298	RTN3P1	152905
100299	MRX30	5063
100300	CADEDS	3778
100301	ECAD	999
100302	LOC105374780	105374780
100303	LOC110120612	110120612
100304	LOC107986870	107986870
100305	LOC100421692	100421692
100306	KANTR	102723508
100307	MIR4665	100616288
100308	LOC105373334	105373334
100309	TIMM14	131118
100310	APEG1	10290
100311	SPG66	340075
100312	E4TF1B	2553|8327
100313	URBWD	1893
100314	UNQ2529	24145
100315	ARPM1	84517
100316	TRNAP19	100189335
100317	LRP-5	4041
100318	KCNMB2L	27093
100319	HDGF2	50810|84717
100320	FBL7	22992|23194
100321	RTSC2	28952
100322	EFO2	157570
100323	TRH-GTG1-3	100189307
100324	UBA52P2	7313
100325	KAP20.2	337976
100326	GUCY1A2	2977
100327	HL2	1768|142683
100328	LOC100419644	100419644
100329	Imp9	55705
100330	MTND5P32	107075254
100331	DX254E	8266
100332	MCF2L-AS1	100289410
100333	OR9-13	286362
100334	hsa-mir-1246	100302142
100335	LOC107984516	107984516
100336	DRD4	1815
100337	LOC105376615	105376615
100338	HDLCQ7	1906
100339	MK-1	4072
100340	SHS	10084
100341	TRR4	7233
100342	IRP2AD	3658
100343	JAM-2	83700
100344	RPL7P22	728620
100345	MIR4475	100616289
100346	LOC102723636	102723636
100347	CHE-1	26574
100348	PRCAT37	101928720
100349	SNX29P2	440352
100350	RPS13P5	100271061
100351	NIP7P2	646392
100352	VMLDS1	8642
100353	OR10C1	442194
100354	MIR6763	102465975
100355	LOC105379414	105379414
100356	MIRN568	693153
100357	DEL16P13.3	100188814
100358	LINC01517	101929218
100359	SUCLG2	8801
100360	CLEC2	51266
100361	NDUFS5	4725
100362	BSF-2	3569
100363	LRH-1	2494|5026
100364	ZNF193	7746
100365	SYNJ2BP	55333
100366	SNORD111	692214
100367	MRP-S37	118487
100368	AKR1C4	1109
100369	MRPL28M	51263
100370	PAX5	5079
100371	RNA5SP449	100873694
100372	TRW-CCA7-1	7246
100373	BMND4	554316
100374	HSP70I	3303
100375	Clf1	51340
100376	PACSIN2	11252
100377	NKG5	10578
100378	RPL7_27_1478	146110
100379	LOC102724580	102724580
100380	LOC105374511	105374511
100381	LOC101928149	101928149
100382	RSL24D1P7	100129861
100383	ZNF836	162962
100384	SEMA5A	9037
100385	PNC1	84275
100386	NACAE	6520
100387	RPL30P3	100270977
100388	morpheus	9284
100389	dJ633O20.1	56259
100390	S100A11P3	645474
100391	LOC101929762	101929762
100392	TDR2	221400
100393	RNU6-749P	106480606
100394	PAPD5	64282
100395	TRMT5	57570
100396	POB1	4591|9185
100397	MTND5P39	107133496
100398	ZKSCAN21	7760
100399	TIL3	7100
100400	RAFI63	9014
100401	hLLP	84298
100402	PRO7177	256435
100403	CYP27A1	1593
100404	FMI1	1951
100405	LOC100996740	100996740
100406	VPS2-2	25978
100407	HEL-S-97n	10549
100408	MTATP6P25	107075203
100409	RNU1P6	26860
100410	PYPAF6	204801
100411	CORNIFIN	6699
100412	OST007	391548
100413	CD24A	100133941
100414	CTSL1P7	1517
100415	IL-2	3558
100416	PIRC8	100313915
100417	SCN7	1441
100418	CX30	10804
100419	HSHTPCRX10	26339
100420	RIC8	55188|60626
100421	ALDH12	64577
100422	SMC1L2	27127
100423	RPS29P19	100271383
100424	RPL10P4	391151
100425	L36	25873
100426	KRG2	1663
100427	LOC100533644	100533644
100428	NPSR1-AS1	404744
100429	NTR3	6272
100430	ObgH1	26164
100431	FAM41AY2	100302526
100432	LOC111216289	111216289
100433	TRNAR16	100189166
100434	JH2	28481
100435	LOC646708	646708
100436	RPL15_1_425	100270933
100437	RPL26_10_715	100271191
100438	RPL7_16_1250	100271217
100439	ELP5	23587
100440	DRC10	115811
100441	CDC42SE1	56882
100442	ACE2	59272
100443	RNU1-35P	106480157
100444	SEMP1	9076
100445	RPC6	10621
100446	PRO1080	51726
100447	okuribin	151887
100448	LOC110120664	110120664
100449	ZKSCAN2	342357
100450	LOC101929609	101929609
100451	RPS25_3_1755	100271372
100452	LOC105375440	105375440
100453	CAC	760|788
100454	DSCR9	257203
100455	LOC108281166	108281166
100456	ZNHIT2	741
100457	EIF4BP9	100129692
100458	MTND5P29	100873265
100459	RPL29P20	100129332
100460	LOC105369753	105369753
100461	RN7SKP100	106479139
100462	LOC107546746	107546746
100463	BCNG2	610
100464	LOC105379133	105379133
100465	SCAP1	8631
100466	CRTC1	23373
100467	LOC105375049	105375049
100468	DF5L	79792
100469	METTL21B	25895
100470	MEM142B	80228
100471	bA196N14.1	128602
100472	LOC101927971	101927971
100473	SYNCRIP	10492
100474	C5orf32	84418
100475	LncRNA-Hh	100506834
100476	MRD3	1013
100477	CNIH3	149111
100478	MIR4767	100616467
100479	let-7e	406887
100480	COX10-AS	100874058
100481	CBS	875
100482	LOC112272559	112272559
100483	OR4C1	26242
100484	D6S52E	7917
100485	LOC101926994	101926994
100486	LOC105371098	105371098
100487	chch	91612
100488	HSPD1P18	100359397
100489	C9orf4	23732
100490	RDS	5961|7263
100491	RPL10P2	442171
100492	LINC01586	101929743
100493	PABX	5043
100494	LOC112543436	112543436
100495	OR5E1	26343
100496	MLLT4	4301
100497	VASA	54514
100498	TRIM31-AS1	104533120
100499	mir-550a-3	100616354
100500	NRG1-IT1	100856811
100501	MYOM1	8736
100502	ASS	445
100503	RN7SKP120	106480870
100504	LOC102724859	102724859
100505	TRA-AGC6-1	100189042
100506	RPS13P1	100128305
100507	ATP6V1G3	127124
100508	FHDC1	85462
100509	LOC105374678	105374678
100510	KLHL8	57563
100511	LOC107986886	107986886
100512	ATXN10	25814
100513	NEB177D	4703
100514	ECP-51	10856
100515	GAPDHL2	2616
100516	RPL7_19_1558	388401
100517	LINC00372	647166
100518	TRUND-NNN4-1	103482530
100519	NKG2-C	3822
100520	CCDC15	80071
100521	PTOSX	54115
100522	LOC402329	402329
100523	FAA2	252843
100524	LOC107987164	107987164
100525	LNX3	23024
100526	AGOTC	5396
100527	LOC105372508	105372508
100528	LOC107080552	107080552
100529	ACVRLK3	657
100530	FAM8A4P	386726
100531	RPL26_3_90	100270886
100532	NAT5	51126|80218
100533	LOC101409262	101409262
100534	LOC105375863	105375863
100535	SNORD167	109623456
100536	LOC105375671	105375671
100537	ARHGAP15	55843
100538	LETKI	11005
100539	PRO4502	84623
100540	LOC101927573	101927573
100541	T200	5788
100542	PARAL1	101929371
100543	RPS26_2_165	391165
100544	LOC441592	441592
100545	EIF2AP3	100874395
100546	TCII	6948
100547	PRP18	8559
100548	ITI	259
100549	RPA32	6118
100550	ZNF854	54993
100551	MTHFD2P6	100130042
100552	SMC1B	27127
100553	BEST4	266675
100554	LOC105369466	105369466
100555	hsa-mir-6887	102466205
100556	GP1B	2811
100557	CED-4	9994
100558	STX11	8676
100559	RNU105B	26767
100560	MR77	3355
100561	FWT1	8151
100562	CYGB	114757
100563	LOC107984684	107984684
100564	hML7	8034
100565	UST-AS1	100128176
100566	HAST1/HAST2	6817
100567	ADAMTS7P2	390660
100568	LOC112081393	112081393
100569	RPS17A	6219
100570	ATP5G2P3	100507097
100571	OR11-61	79473
100572	MIR1290	100302276
100573	LOC112577563	112577563
100574	LOC105374352	105374352
100575	LOC105369383	105369383
100576	LINC00162	378825
100577	SNORD1B	677849
100578	G10D	11318
100579	SNORD116-8	100033420
100580	EI24P1	100129423
100581	CMM3	1019
100582	LOC105371614	105371614
100583	LOC107987375	107987375
100584	USP23	27005
100585	hLuc7A	51747
100586	RNU1-5	26863|107105261
100587	MNX1	3110
100588	NDST1-AS1	102546298
100589	ALKBH1	8846
100590	LOC105373639	105373639
100591	HIV-EP2	3097
100592	ADIPQTL1	9370
100593	LPCAT-1	79888
100594	P85	8874
100595	LOC111562370	111562370
100596	LINC02245	400958
100597	LOC110120645	110120645
100598	CT104.4	404785
100599	BS63	84220
100600	PRPF39	55015
100601	BP49	474205
100602	LOC105375045	105375045
100603	NEFM	4741
100604	NSUN5P1	155400
100605	LOC100129108	100129108
100606	CDG1Y	6748
100607	MIRN543	100126335
100608	CTSF	8722
100609	LOC285889	285889
100610	hSDRP1	11059
100611	OBSCN-AS1	574407
100612	LOC111501766	111501766
100613	FSD2	123722
100614	IL10RB	3588
100615	MARCH10	162333
100616	PARK8	120892
100617	SIAT7-E	81849
100618	PECI	10455
100619	LINC00508	104472718
100620	OCTL3	9390
100621	FOXJ2	55810
100622	PPIAP55	342541
100623	SASH3	54440
100624	CLEC3B	7123
100625	LOC105372478	105372478
100626	FADK2	2185
100627	RELP	83998
100628	HCA1	27198|57692|266790
100629	RNU6-62	106478987
100630	NPCA2	100312951
100631	ANKS6	203286
100632	LOC110120736	110120736
100633	ATP5F1	515
100634	PI2	1992
100635	KV8.1	27012
100636	FMF	4210
100637	DFNB75	100093716
100638	C20orf95	343578
100639	FTH1P9	106478936
100640	HEL30	51084
100641	OAT5	387775
100642	miR-191	406966
100643	PLG	5340
100644	GLUR2	2891|2912
100645	RhDCw	6007
100646	PRKG1B	5592
100647	GPR73a	10887
100648	APBA2BP	63941
100649	RFKP2	100132753
100650	LOC644090	644090
100651	TACO	11151
100652	C6orf14	28973
100653	LOC111501790	111501790
100654	LOC112272603	112272603
100655	FETUB	26998
100656	RNA5SP471	100873714
100657	OSBPL9	114883
100658	SLC25A51P3	100128119
100659	LINC02304	105370648
100660	FGF-14	2259
100661	LOC105370076	105370076
100662	SF3b130	23450
100663	CBR1	873
100664	Ves-1	9456
100665	CPLA2-gamma	8605
100666	MIRN128B	406916
100667	UDPGT 1-6	54578
100668	PAPD1	55149
100669	hArc	23237
100670	SMIM34B	107983987
100671	ORF1	51517|54806
100672	ARH3	54936
100673	XAGE1B	653067|653220
100674	OR52S1P	79521
100675	RN7SL300P	106481004
100676	MDC1	9656
100677	CYTOHESIN-1	9267
100678	MEK5	5607
100679	EIF4F	1974|1977|1981
100680	PPIP5	5487
100681	MRPL57P1	126581
100682	RN5S157	100873423
100683	MRT38	8924
100684	ARHGEF1	9138
100685	NMP35	23017
100686	SLITRK1	114798
100687	PHLPP1	23239
100688	LOC100301521	100301521
100689	SXI2	117237
100690	TIF1B	10155
100691	FAM90A3P	389611
100692	LINC02462	105377434
100693	ZNF281	23528
100694	LILRB6	79168
100695	LOC112543477	112543477
100696	NTKLBP1	92344
100697	PGR8	115330
100698	LOC401176	401176
100699	RPL12P13	100129926
100700	YWHAQP3	100128944
100701	LOC105372657	105372657
100702	HSCIT-B-440L2	26651
100703	PP5656	120071
100704	hET(B)R-LP	2861
100705	NF1	4763
100706	GC-GAP	9743
100707	TGP	7047
100708	DXF34	54466
100709	PIP5K1A	8394
100710	RN5S105	100873376
100711	RN5S370	106480765
100712	DP(W3)	3113
100713	PINK1-AS1	100861548
100714	PPP4R1	9989
100715	KIF16B	55614
100716	GRAMD4P4	106480248
100717	IGLV3-12	28802
100718	DEL2P12P11.2	100529243
100719	GHA1	5617
100720	dJ388M5.2	23605
100721	pokemon	51341
100722	RICH-1	55114
100723	LOC100422369	100422369
100724	MGLUR1	2911
100725	RTL8B	441518
100726	LINC02074	102723567
100727	ZNF223	7766
100728	NCAD	1000
100729	FAM128B	80097
100730	4-1BB-L	8744
100731	GIP	2695|2771|114897
100732	LINC00880	339894
100733	MT1K	4495|4499
100734	RPL27AP	128481
100735	LOC102723855	102723855
100736	RN7SKP93	106479136
100737	SMDCRD	5130
100738	ARHGEF13	11214
100739	LINC02221	105374648
100740	TLRR	286187
100741	WAVE	8936
100742	UGT-1C	54659
100743	DNAJC13	23317
100744	LOC107985977	107985977
100745	OR7-1	135948
100746	ZNF788	388507
100747	RPS6KB2	6199
100748	LOC107987371	107987371
100749	ILF3L	55342
100750	TPRG1L	127262
100751	KV6.3	93107|170850
100752	LOC387810	387810
100753	OR11-11a	8585|346708
100754	IL-17F	112744
100755	NDST2	8509
100756	CT67	221191
100757	PRO4356	284348
100758	CMS5	8292
100759	LOC100421617	100421617
100760	LOC105379476	105379476
100761	EAR-1R	9975
100762	RNA5SP293	100873546
100763	DFNB70	87178
100764	PLCA2	133396
100765	ANIB10	100271689
100766	PRR8	155435
100767	TBL2	26608
100768	mkr5	140612
100769	dJ1049G11.3	128770
100770	MIR4650-1	100616310
100771	LINC01601	105667213
100772	CORD9	8754
100773	NMU-R2	56923
100774	SLC13A5	284111
100775	RhVIII	6006
100776	LOC102724358	102724358
100777	HMGN2L	728234
100778	Rpn8	5713
100779	syndecan	6382
100780	p55PIK	8503
100781	LOC105378097	105378097
100782	PRO1238	51218
100783	LOC105375022	105375022
100784	GLUDP5	2751
100785	SURF3	6130
100786	RNU4-17P	106481177
100787	SF3A2	8175
100788	RPS29_19_1654	100271590
100789	ZNF727P	442319
100790	ZNF392	80345
100791	LOC111365195	111365195
100792	C20orf85	128602
100793	TMEM35B	100506144
100794	FAM38B2	63895
100795	PDZD1	5174
100796	C21orf4	757
100797	RNF5P1	286140
100798	NOX5	79400
100799	RRIS	497662
100800	KAT8	84148
100801	KBF2	3516
100802	LINC00649	100506334
100803	FAM42A	79631
100804	GEF4	50649
100805	C10DUPq24	100049542
100806	TCRBV2S1	28567|28620
100807	LOC105376317	105376317
100808	UQCRH	7388
100809	MTND6P32	107075200
100810	DIC	1468
100811	K-Ras	3845
100812	COX7A1	1346
100813	LOC105377187	105377187
100814	DIBD1	79796
100815	FAM10A3	144638
100816	SFXN3	81855
100817	SMAD1-AS2	101927659
100818	TRK-CTT15-1	100188999
100819	RNA28SN1	106632264
100820	BD-32	400830
100821	NEK9	91754
100822	MCPH13	1062
100823	MRSS	114890
100824	PHID	55315
100825	ARL14EP	120534
100826	TM7SF4	81501
100827	JNK-46	5599
100828	CMD1FF	7137
100829	PRSS51	346702
100830	CLIK1L	149420
100831	c7_C	100616443
100832	SNORD3D	780854
100833	mir-4491	100616330
100834	TSG1	643432
100835	LOC100418986	100418986
100836	BARTL1	112942
100837	OOMA1	375484
100838	HMGCR	3156
100839	LOC105372952	105372952
100840	ITGB1BP	26548
100841	RNU6-492P	106481335
100842	PAPL1	390928
100843	TP53TG3F	24150|653550|729264|729355|102724127
100844	CRIP1	1396|25927
100845	FOXL1	2300
100846	HET	5002|6294
100847	KGF	2252
100848	GIPN	28962
100849	LOC105372338	105372338
100850	RPS26_1_56	644928
100851	U2AF1RS3	199746
100852	LOC105375760	105375760
100853	p250	9919
100854	RAB3IL1	5866
100855	EIF-5	1983
100856	ST3O	6482
100857	LOC105376243	105376243
100858	MEM3	55737
100859	FRP-2	3675|6423
100860	EDDR1	780
100861	CCDC124	115098
100862	RPL36P12	100271012
100863	ACTRI	90
100864	OR7E141	26628
100865	MAFD9	100196917
100866	LINC01271	101927586
100867	LOC105374643	105374643
100868	LOC105376016	105376016
100869	EDPF1	7336
100870	PSS2	9333|81490
100871	6M1-21	81696
100872	MIRN376C	442913
100873	LRRC3-AS1	100861510
100874	LOC107984197	107984197
100875	SDHDP6	29768
100876	SPATA11	84266
100877	KIAA1086	23217
100878	RPL21P12	122409
100879	LOC107983962	107983962
100880	LOC105373890	105373890
100881	NUTM2B	729262
100882	MMP-13	4322
100883	DNM1DN8.2	100128285
100884	MRP2	1244|57626|100130958
100885	STP1	6817
100886	C2orf70	339778
100887	OG9X	645832
100888	MLLT11	10962
100889	MRPS17P4	342776
100890	C1orf26	54823
100891	LOC101928548	101928548
100892	LOC105375790	105375790
100893	IDDM	3630
100894	MHBD	3028
100895	ZNF322P1	387328
100896	LOC105373728	105373728
100897	DYT6	55145
100898	KIAA0664P4	100418711
100899	ALY	10189
100900	RNA5SP429	106480767
100901	CNRN4	56141
100902	SPG31	65055
100903	TMEM150B	284417
100904	M-FABP	2170|5375
100905	RPS17P10	100271071
100906	DVS27	90865
100907	C14orf146	145581
100908	GPR148	344561
100909	MTND4LP6	107131121
100910	TRNAR21	100189243
100911	TRNAN37	101822346
100912	NECAB2	54550
100913	MIR4435-1	100616499
100914	ARTD6	80351
100915	RASSF5	83593|283349
100916	MGEA	4253
100917	MPFL	401827
100918	STX2A	2054
100919	KLCt	147700
100920	OR7E78	26478
100921	NY-SAR-35	158521
100922	TRT-AGT7-1	7238
100923	RP26	375298
100924	ANKRD30BL	554226
100925	LOC105373925	105373925
100926	LINC01930	109729128
100927	LOC105375885	105375885
100928	RBM28	55131
100929	FAM108A6	91219
100930	RPA2P	326628
100931	OR17-31	8386
100932	PPP1R115	100506658
100933	LINC02350	105370059
100934	CDPS	826
100935	OR52M1P	119772
100936	OR5M10	390167
100937	PI4K-BETA	5298
100938	LOC101927241	101927241
100939	USP9YP7	100462821
100940	SLEB9	1380
100941	CYLN2	7461
100942	CT12.1A	653220
100943	UBE2G2	7327
100944	LOC101929970	101929970
100945	ASD1	431
100946	DJ501N12.8	10590
100947	MIRN27B	407019
100948	LOC105373506	105373506
100949	ASPHD2	57168
100950	GCD	2639|390226
100951	KIAA1219	57148
100952	MST070	81627
100953	ZNF285B	147711
100954	LOC105374975	105374975
100955	C358B7.1	7329
100956	LOC107986881	107986881
100957	APG4B	23192
100958	CCM3	11235
100959	FRA11E	2442
100960	LOC100422317	100422317
100961	LOC105369219	105369219
100962	LOC653303	653303
100963	RHPN1-AS1	78998
100964	LOC107986003	107986003
100965	AMAC1L2	83650
100966	RPS15A_5_686	646819
100967	LOC100130326	100130326
100968	MIR4434	100616419
100969	ZADH1	145482
100970	SIK-1	150094
100971	MCART4P	645423
100972	CD3D	915
100973	ILKAP	80895
100974	TRNAT19	100189378
100975	TRNAV19	100189191
100976	NLI-IF	58190
100977	SNX18P4	100418976
100978	RNU6-26	100873741
100979	ILERS	3376|55699
100980	DND1P2	644256
100981	CD40L	959
100982	SNX18P8	100418981
100983	CDV3P1	100129736
100984	LYS2	60496|132949
100985	CKMT1B	1159
100986	FRG2KP	102724018
100987	HPCX	9566
100988	RBM27	54439
100989	PAR-1	2011|2149|145624
100990	TDRD30	7158
100991	LOC105371907	105371907
100992	LOC105371662	105371662
100993	RNU6-284P	106481268
100994	TBC1D25	4943
100995	ZNF735P	730291
100996	GALB	4668
100997	LRRFIP1P1	101290506
100998	LOC646709	646709
100999	MERIT40	29086
101000	SWELL1	56262
101001	RN7SL213P	106480979
101002	LOC105377271	105377271
101003	LOC107984398	107984398
101004	LOC105373847	105373847
101005	LOC107986895	107986895
101006	LINC02279	107984637
101007	TAF(II)100	6877
101008	IGHVII-30-21	107548099
101009	FANCU	7516
101010	TG6	343641
101011	FAM106B	100996259
101012	DENND6A	201627
101013	D6S2654E	26240
101014	CMAVM	5921
101015	SNORD115-16	100033454
101016	Set1A	9739
101017	JCLN	653808
101018	YIF1P	10897
101019	RN7SL251P	106480990
101020	LOC105372475	105372475
101021	LOC105377614	105377614
101022	CTRCT22	1417
101023	I-1	11188
101024	AM2	79924
101025	TTY8	84673
101026	RGP5	84220
101027	EXDL1	161829
101028	LOC109117331	109117331
101029	TPK1	27010
101030	EDA2R	60401
101031	LOC105371486	105371486
101032	IGKV1OR2108	28862
101033	U45a	26805
101034	HSA250839	55351
101035	ILKAP2	80895
101036	hsa-mir-339	442907
101037	OR8B6P	26591
101038	DXS269	1756
101039	PBD1A	5189
101040	MIR937	100126338
101041	hsa-mir-1468	100302115
101042	OLFR42A-9004-14	26716
101043	CRT2	125972|387700
101044	ATF7IP2	80063
101045	PSMD4P2	266971
101046	HHRH	142680
101047	HP55	11232
101048	NBPF17P	401967
101049	C20orf119	80336
101050	LOC105370640	105370640
101051	AOP2	9588
101052	FRG1BP	284802
101053	SDR3E1	2762
101054	LOC107986594	107986594
101055	LUMAN	10488
101056	ZNF708	7562
101057	LOC105377790	105377790
101058	JMJD4	65094
101059	D10S64	5949
101060	RBMXL1	494115
101061	MRT56	79882
101062	ORP150	10525
101063	MCCC1	56922
101064	LOC107986883	107986883
101065	LOC105371060	105371060
101066	LOQS	6895
101067	VCY2C	442868
101068	PITX2	5308
101069	RNU4-29P	106481181
101070	PPP1R13AP	94299
101071	LOC105377141	105377141
101072	LOC100131448	100131448
101073	LOC112268129	112268129
101074	IL1RA	3554|3557
101075	TAB2-AS1	105378049
101076	C12orf38	79867
101077	AI1F	258
101078	DNAJB7	150353
101079	TMEM272	283521
101080	CD163B	283316
101081	TNIK	23043
101082	SELENOT	51714
101083	RPS26P41	100271567
101084	MICA-AS1	101929072
101085	HERC1	8925
101086	CT45-1	541466
101087	IBD7	57042
101088	LOC101927070	101927070
101089	C10q26DEL	780911
101090	K3	3850
101091	GULP	51454
101092	RAD3OB	11201
101093	BP10	474252
101094	LOC100506551	100506551
101095	OR4A4P	390134
101096	E2F6P4	139542
101097	MIR6801	102466984
101098	HUB	1993
101099	TRNAA39	100189398
101100	IGHV167	28463
101101	TEKT4	150483
101102	LOC101927978	101927978
101103	RHOM1	4004
101104	TAMALIN	160622
101105	JS-1	134147
101106	P145	9883
101107	GK003	57002
101108	LOC107133510	107133510
101109	APBB2	323
101110	NYD-SP26	85438
101111	LOC107984527	107984527
101112	RPL5_4_502	100270833
101113	CLG4B	4318
101114	DNMT3A	1788
101115	dJ1041C10.2	170550
101116	KRTAP5-12	387276
101117	MAL2	114569
101118	LOC100506207	100506207
101119	RPS3P3	440991
101120	LOC105370008	105370008
101121	s100a7e	375027
101122	LINC02556	102724679
101123	CIAO4	64210
101124	PIP5K	200576
101125	P85SPR	8874
101126	GTFII-I	2969
101127	APOC1	341
101128	IDS2	3424|105373366
101129	CCDC55P1	100420557
101130	POLR2B	5431
101131	LOC105375157	105375157
101132	OR7E142P	9432
101133	FARS2	10667
101134	AAP	5345
101135	TCAF2	285966
101136	C1DELq21.1	9939
101137	Endo-Rev2	100616103
101138	TCEB1P30	106481670
101139	dJ671D7.1	163859
101140	IP6K3	117283
101141	CFAP46	54777
101142	HCG4P8	353005
101143	LOC101929420	101929420
101144	Slo2.2	57582
101145	LINC00661	126536
101146	MTSP1	6768
101147	D3S3191	7384
101148	MT-1A	4489
101149	KLKB1	3818
101150	U18A	595098
101151	KIRREL1-IT1	100505785
101152	ZIR1	57572
101153	OFDYP8	386692
101154	PFK-A	5213
101155	RN7SL597P	106479440
101156	hsa-mir-7114	102466223
101157	LINC01505	100996590
101158	LOC101927089	101927089
101159	serrate	51593
101160	S18bmt	55168
101161	LOC105369656	105369656
101162	ARHGAP26-IT1	100874372
101163	RPL23AP36	100271296
101164	SLC54A1	51660
101165	LOC105370135	105370135
101166	FTHP1	2509
101167	IPP-2P	100507444
101168	ZC3H18-AS1	400555
101169	NOXA	5366
101170	HAUS8	93323
101171	LFA3	965
101172	LOC107984916	107984916
101173	RHCED	6007
101174	TMEM90B	79953
101175	LOC105370173	105370173
101176	C7orf31	136895
101177	V1bR	553
101178	CKTSF1B3	199699
101179	RNA5SP235	100873493
101180	MAGED4	728239
101181	CCO	6261
101182	IGKV1OR-2	3532
101183	RN5S343	100873605
101184	NOD12	199713
101185	TXBP-1	9118
101186	MEGF8	1954
101187	LOC112163549	112163549
101188	ACTC	70
101189	MYO1E	4643
101190	LOC105374803	105374803
101191	RGS19	10287
101192	HKL1	6940
101193	TBL1XR1-AS1	100874217
101194	RPS2_27_1706	86781
101195	NEK6	10783
101196	LOC400940	400940
101197	ATPB-3	483
101198	MIRN208A	406990
101199	MRPS18CP4	349842
101200	CLYBL-AS2	100874063
101201	LOC105369991	105369991
101202	MIRN18B	574033
101203	MIR1908	100302263
101204	CA15P2	440795
101205	LOC107984380	107984380
101206	RPL18P4	392979
101207	MADM	102|29959
101208	YCR016W	84310
101209	FTSJ2	29960
101210	METTL13	51603
101211	OR13J1	392309
101212	LOC111811969	111811969
101213	12-HETER	2853
101214	EEF1B2P1	1932
101215	MIR4659B	100616372
101216	KIAA1609	57707
101217	CENPQ	55166
101218	APRTD	353
101219	LOC102723904	102723904
101220	COL15A1	1306
101221	PPP1R70	51100
101222	OR51A13	81295
101223	LOC100419096	100419096
101224	LINC02163	107986389
101225	SHPS1	140885
101226	NKX3-1	4824
101227	DXS648E	6134|26778
101228	LOC107988042	107988042
101229	TRI-GAT1-3	100189427
101230	PTCHD4	442213
101231	FBXO45	200933
101232	H2BGL105	8349
101233	LIR1	10859
101234	RPL12_1_272	100270920
101235	CNDP1	84735
101236	FMR1-AS	100126270
101237	RN5S1	100169751
101238	CK-6C	3853
101239	LOC112268341	112268341
101240	PTPSTEP	84867
101241	MEX-3D	399664
101242	OST3A	7991
101243	MIR526A2	574486
101244	LOC107986051	107986051
101245	ZDHHC19	131540
101246	LOC108254682	108254682
101247	LOC105373056	105373056
101248	RPL36P8	643205
101249	ALIX	10015
101250	RNU6-837P	106479936
101251	LRRC6	23639
101252	LOC101059949	101059949
101253	dJ337O18.8	128497
101254	miRNA197	406974
101255	LOC105370787	105370787
101256	UBTFL10	106480293
101257	FCER2	2208
101258	NI220/250	57142
101259	LINC02329	105370605
101260	LOC107985271	107985271
101261	PLA2G10	8399
101262	FEOM1	55605
101263	LRRC12	114798
101264	RN5S390	100873643
101265	RN7SL744P	106479493
101266	LOC100133284	100133284
101267	SIAH1P1	340571
101268	TRIM13OS	8847
101269	EF-1-alpha-2	1917
101270	TNM4	26011
101271	PSF-2	6891
101272	USP17H	391627
101273	ZBTB12BP	100499252
101274	SETD5	55209
101275	KCNV2	169522
101276	LOC105378901	105378901
101277	hsa-mir-1204	100302185
101278	DFNB71	100302513
101279	FBXO36P1	732538
101280	OR7E140P	344729
101281	HFK3	2290
101282	MIR20A	406982
101283	LINC02313	105370439
101284	LOC100629121	100629121
101285	LOC108318669	108318669
101286	CT11.4	64648
101287	LOC110121502	110121502
101288	GSTA2-2	2939
101289	D1	25802|27241
101290	PCAT10	285463
101291	NUP62CL	54830
